LABELS
SEPARATOR TAB

DATA
20298_3_42	Alistipes shahii (0.053%)
UMGS2023	Intestinimonas (0.002%)
UMGS260	Intestinimonas (0.003%)
UMGS625	Marseille-P3106 (0.001%)
UMGS1396	Oscillospirales (0.001%)
UMGS1840	Clostridia (0.007%)
UMGS1540	Clostridia (0.01%)
UMGS1170	CAG-475 (0.0%)
UMGS1042	CAG-475 (0.0%)
UMGS1331	CAG-475 (0.0%)
UMGS1346	CAG-475 (0.0%)
UMGS1043	CAG-475 (0.0%)
UMGS1366	CAG-475 (0.0%)
UMGS1688	CAG-475 (0.001%)
UMGS814	CAG-475 (0.003%)
UMGS685	CAG-475 (0.0%)
UMGS1656	CAG-475 (0.0%)
UMGS1915	UBA10281 (0.001%)
UMGS1728	UBA10281 (0.001%)
UMGS1072	UBA10281 (0.0%)
UMGS775	CAG-727 (0.0%)
UMGS1884	CAG-727 (0.0%)
UMGS621	CAG-727 (0.001%)
UMGS2031	CAG-727 (0.001%)
UMGS583	CAG-727 (0.0%)
UMGS285	CAG-727 (0.004%)
UMGS1931	CAG-727 (0.003%)
UMGS509	CAG-727 (0.0%)
UMGS898	CAG-727 (0.0%)
UMGS1535	CAG-727 (0.006%)
UMGS1133	CAG-727 (0.0%)
UMGS1143	CAG-727 (0.0%)
UMGS1004	CAG-727 (0.0%)
UMGS1394	CAG-727 (0.0%)
UMGS1403	CAG-314 (0.0%)
UMGS2018	CAG-1435 (0.0%)
UMGS807	CAG-1435 (0.0%)
UMGS1707	CAG-1435 (0.001%)
UMGS929	CAG-314 (0.001%)
UMGS692	CAG-314 (0.001%)
UMGS1795	CAG-552 (0.002%)
UMGS1930	CAG-552 (0.002%)
UMGS1569	CAG-552 (0.0%)
UMGS1636	CAG-552 (0.0%)
UMGS606	CAG-552 (0.0%)
UMGS1880	CAG-552 (0.001%)
UMGS687	CAG-552 (0.0%)
UMGS808	CAG-552 (0.001%)
UMGS1429	CAG-552 (0.0%)
UMGS2054	CAG-552 (0.0%)
UMGS2069	CAG-552 (0.011%)
UMGS1470	CAG-552 (0.0%)
UMGS1316	CAG-552 (0.0%)
UMGS1774	CAG-552 (0.0%)
UMGS1447	CAG-552 (0.0%)
UMGS2060	CAG-552 (0.001%)
UMGS1908	CAG-552 (0.0%)
UMGS2070	CAG-552 (0.005%)
UMGS1812	4C28d-15 (0.005%)
UMGS416	Christensenellales (0.002%)
UMGS913	Christensenellales (0.052%)
UMGS1302	CAG-1024 (0.01%)
UMGS251	CAG-1024 (0.002%)
UMGS1241	CAG-1024 (0.001%)
UMGS765	CAG-138 (0.002%)
UMGS453	PeH17 (0.0%)
UMGS946	CAG-138 (0.004%)
UMGS726	CAG-138 (0.003%)
UMGS274	CAG-138 (0.009%)
UMGS1288	Phil1 (0.006%)
UMGS106	Phil1 (0.111%)
UMGS922	Phil1 (0.0%)
UMGS486	CAG-138 (0.089%)
UMGS576	CAG-138 (0.003%)
UMGS474	CAG-138 (0.005%)
UMGS693	CAG-138 (0.003%)
UMGS1975	Christensenellales (0.001%)
UMGS1344	CAG-74 (0.002%)
UMGS1665	Firm-11 (0.015%)
UMGS196	CAG-74 (0.072%)
UMGS1048	CAG-74 (0.002%)
UMGS1350	CAG-74 (0.0%)
UMGS1600	CAG-74 (0.005%)
UMGS1602	CAG-74 (0.038%)
UMGS459	CAG-74 (0.001%)
UMGS1056	CAG-74 (0.001%)
UMGS462	CAG-74 (0.008%)
UMGS1671	CAG-74 (0.023%)
UMGS1603	CAG-74 (0.002%)
UMGS2003	CAG-74 (0.006%)
UMGS1633	CAG-74 (0.0%)
UMGS1900	Christensenellales (0.076%)
UMGS1037	Christensenellales (0.0%)
UMGS1471	Christensenellales (0.001%)
UMGS993	Christensenellales (0.002%)
UMGS1322	Christensenellales (0.012%)
UMGS1338	Christensenellales (0.001%)
UMGS743	Christensenellaceae (0.002%)
UMGS1746	Christensenellaceae (0.116%)
UMGS1761	CAG-465 (0.003%)
UMGS1649	CAG-465 (0.0%)
UMGS1476	CAG-245 (0.0%)
UMGS1650	CAG-508 (0.0%)
UMGS1901	CAG-508 (0.0%)
UMGS2053	CAG-793 (0.004%)
UMGS2019	CAG-492 (0.0%)
UMGS1594	CAG-492 (0.002%)
UMGS1995	CAG-492 (0.006%)
UMGS1238	CAG-508 (0.0%)
UMGS1356	CAG-508 (0.0%)
UMGS1612	CAG-508 (0.0%)
UMGS1663	CAG-508 (0.001%)
UMGS2056	CAG-508 (0.007%)
UMGS1570	CAG-354 (0.001%)
UMGS1531	CAG-354 (0.001%)
UMGS1788	CAG-508 (0.004%)
UMGS1699	CAG-269 (0.006%)
UMGS1852	CAG-269 (0.001%)
UMGS1988	CAG-269 (0.0%)
UMGS1925	CAG-269 (0.006%)
UMGS1576	CAG-269 (0.0%)
UMGS1516	CAG-269 (0.001%)
UMGS1423	CAG-269 (0.004%)
UMGS1983	CAG-269 (0.003%)
UMGS2011	CAG-269 (0.001%)
UMGS1734	CAG-269 (0.001%)
UMGS1711	CAG-269 (0.001%)
UMGS1968	CAG-269 (0.005%)
UMGS1673	CAG-269 (0.003%)
UMGS1689	CAG-508 (0.0%)
UMGS1781	CAG-508 (0.0%)
UMGS1740	CAG-508 (0.0%)
UMGS1640	CAG-508 (0.0%)
UMGS1616	CAG-508 (0.001%)
UMGS1933	CAG-508 (0.0%)
UMGS1994	CAG-508 (0.0%)
UMGS1672	CAG-508 (0.0%)
UMGS1642	CAG-508 (0.0%)
UMGS1864	TANB77 (0.0%)
UMGS1754	TANB77 (0.003%)
UMGS1923	KA00274 (0.0%)
UMGS1537	Clostridia (0.006%)
UMGS593	Clostridia (0.002%)
UMGS1851	Clostridia (0.03%)
UMGS1127	Coprococcus_A (0.009%)
UMGS1151	Lachnospiraceae (0.014%)
UMGS361	Lachnospiraceae (0.006%)
UMGS1676	Lachnospiraceae (0.002%)
UMGS2017	Lachnospiraceae (0.001%)
UMGS1466	Lachnospiraceae (0.151%)
UMGS702	Lachnospiraceae (0.139%)
UMGS1950	Lachnospiraceae (0.013%)
UMGS472	Roseburia (0.006%)
UMGS1066	Roseburia (0.008%)
UMGS147	Roseburia (0.006%)
UMGS1521	Roseburia (0.003%)
UMGS1351	Roseburia (0.005%)
UMGS904	Agathobacter (0.082%)
UMGS1016	Agathobacter (0.012%)
UMGS1340	Agathobacter (0.078%)
UMGS1119	Agathobacter (0.003%)
UMGS1310	Agathobacter (0.023%)
UMGS1467	Agathobacter (0.003%)
UMGS570	Agathobacter (0.004%)
UMGS1239	Agathobacter (0.007%)
UMGS2025	Eubacterium_I (0.006%)
UMGS1008	Eubacterium_I (0.098%)
UMGS894	Eubacterium_I (0.015%)
UMGS881	Lachnospiraceae (0.013%)
UMGS793	Lachnospiraceae (0.002%)
UMGS161	CAG-24 (0.001%)
UMGS1289	CAG-24 (0.001%)
UMGS1134	Eisenbergiella (0.0%)
UMGS1102	Eisenbergiella (0.0%)
UMGS1799	Eisenbergiella (0.002%)
UMGS671	Eisenbergiella (0.004%)
UMGS1777	CAG-95 (0.007%)
UMGS1605	CAG-95 (0.002%)
UMGS2037	Lachnospiraceae (0.007%)
UMGS1297	CAG-510 (0.001%)
UMGS1368	CAG-510 (0.001%)
UMGS748	CAG-65 (0.024%)
UMGS1691	CAG-65 (0.017%)
UMGS1214	CAG-194 (0.002%)
UMGS413	CAG-194 (0.002%)
UMGS1062	CAG-194 (0.001%)
UMGS697	Marvinbryantia (0.004%)
UMGS1329	Marvinbryantia (0.022%)
UMGS1772	Lachnospiraceae (0.004%)
UMGS584	Lachnospiraceae (0.002%)
UMGS248	Robinsoniella (0.0%)
UMGS1833	Robinsoniella (0.0%)
UMGS151	Robinsoniella (0.001%)
UMGS1375	CAG-56 (0.004%)
UMGS143	CAG-56 (0.007%)
UMGS1628	Lachnospiraceae (0.006%)
UMGS1906	UBA7182 (0.073%)
UMGS1472	Lachnospiraceae (0.0%)
UMGS119	Blautia_A (0.089%)
UMGS412	Blautia_A (0.008%)
UMGS1415	Blautia_A (0.003%)
UMGS1622	Blautia_A (0.01%)
UMGS1061	Blautia_A (0.014%)
UMGS1434	Blautia_A (0.005%)
UMGS1369	Blautia_A (0.001%)
UMGS997	Blautia_A (0.003%)
UMGS1138	Blautia_A (0.008%)
UMGS276	Blautia_A (0.001%)
UMGS335	Blautia_A (0.014%)
UMGS1419	Blautia_A (0.018%)
UMGS421	Lachnospiraceae (0.007%)
UMGS604	Blautia (0.004%)
UMGS1944	Blautia (0.004%)
UMGS1010	Blautia (0.002%)
UMGS97	Blautia (0.003%)
UMGS1786	Blautia (0.022%)
UMGS1357	Blautia (0.001%)
UMGS406	Blautia (0.012%)
UMGS529	Fusicatenibacter (0.009%)
UMGS96	Fusicatenibacter (0.011%)
UMGS873	Tyzzerella (0.002%)
UMGS1451	Tyzzerella (0.0%)
UMGS1275	Tyzzerella (0.022%)
UMGS1819	Tyzzerella (0.001%)
UMGS1971	Tyzzerella (0.033%)
UMGS1709	Coprococcus_B (0.005%)
UMGS1251	Lachnospiraceae (0.004%)
UMGS199	Ruminococcus_B (0.002%)
UMGS669	Ruminococcus_B (0.002%)
UMGS362	Ruminococcus_B (0.005%)
UMGS1811	Ruminococcus_B (0.004%)
UMGS1662	Ruminococcus_B (0.019%)
UMGS564	Dorea (0.009%)
UMGS566	Dorea (0.002%)
UMGS1335	Dorea (0.013%)
UMGS1617	Dorea (0.007%)
UMGS986	Oribacterium (0.001%)
UMGS1992	CAG-81 (0.005%)
UMGS341	Lachnospiraceae (0.02%)
UMGS1875	Clostridium_M (0.002%)
UMGS1784	Clostridium_M (0.019%)
UMGS1373	Clostridium_M (0.0%)
UMGS945	Clostridium_M (0.005%)
UMGS337	Clostridium_M (0.009%)
UMGS615	Clostridium_M (0.007%)
UMGS35	Clostridium_M (0.037%)
UMGS1169	Clostridium_M (0.002%)
UMGS275	Clostridium_M (0.001%)
UMGS1625	Clostridium_M (0.003%)
UMGS420	Lachnospiraceae (0.098%)
UMGS1370	Lachnospiraceae (0.005%)
UMGS1843	Lachnospiraceae (0.007%)
UMGS699	Lachnospiraceae (0.131%)
UMGS797	Hungatella_A (0.002%)
UMGS228	Hungatella_A (0.005%)
UMGS353	Lachnospiraceae (0.018%)
UMGS866	Lachnospiraceae (0.011%)
UMGS34	Lachnospiraceae (0.004%)
UMGS1015	Clostridium_Q (0.009%)
UMGS782	CAG-882 (0.001%)
UMGS754	CAG-882 (0.002%)
UMGS21	CAG-882 (0.003%)
UMGS257	Lachnospira (0.039%)
UMGS85	Lachnospira (0.041%)
UMGS965	Lachnospira (0.006%)
UMGS1550	Lachnospira (0.023%)
UMGS809	Lachnospira (0.002%)
UMGS1462	Lachnospira (0.0%)
UMGS455	Lachnospiraceae (0.001%)
UMGS752	Lachnospiraceae (0.131%)
UMGS1258	Eubacterium_G (0.002%)
UMGS1096	Eubacterium_G (0.063%)
UMGS134	CAG-303 (0.001%)
UMGS1445	V9D3004 (0.005%)
UMGS89	Eubacterium_F (0.211%)
UMGS82	Eubacterium_F (0.006%)
UMGS803	Eubacterium_F (0.052%)
UMGS1067	Coprococcus (0.022%)
UMGS2033	Coprococcus (0.016%)
UMGS1059	Coprococcus (0.016%)
UMGS1660	Lachnospiraceae (0.001%)
UMGS152	Lachnospiraceae (0.002%)
UMGS88	Lachnospiraceae (0.005%)
UMGS1563	CAG-590 (0.005%)
UMGS725	CAG-590 (0.006%)
UMGS1135	CAG-590 (0.004%)
UMGS101	CAG-632 (0.002%)
UMGS17	CAG-632 (0.001%)
UMGS1268	Anaerostipes (0.0%)
UMGS680	Lachnospiraceae (0.0%)
UMGS758	CAG-274 (0.001%)
UMGS562	CAG-274 (0.0%)
UMGS1441	CAG-274 (0.0%)
UMGS1552	Anaerotignum (0.006%)
UMGS863	Lachnospirales (0.001%)
UMGS1670	Lachnospirales (0.003%)
UMGS1098	Lachnospirales (0.0%)
UMGS1389	Niameybacter (0.001%)
UMGS1221	Niameybacter (0.0%)
UMGS1960	Cellulosilyticum (0.0%)
UMGS1675	Clostridium_X (0.0%)
UMGS222	Clostridium (0.061%)
UMGS990	Clostridium (0.0%)
UMGS1669	Clostridium (0.001%)
UMGS558	Clostridium (0.0%)
UMGS128	Clostridium (0.0%)
UMGS1808	Clostridium_B (0.01%)
UMGS1088	Clostridium_J (0.0%)
UMGS1006	Clostridium_J (0.0%)
UMGS240	Intestinibacter (0.0%)
UMGS2014	Terrisporobacter (0.001%)
UMGS826	Peptostreptococcaceae (0.0%)
UMGS158	Clostridium_U (0.0%)
UMGS1287	Clostridium_U (0.0%)
UMGS744	Peptostreptococcus (0.0%)
UMGS452	CAG-145 (0.007%)
UMGS473	CAG-145 (0.002%)
UMGS736	CAG-145 (0.002%)
UMGS207	CAG-145 (0.024%)
UMGS1400	CAG-145 (0.005%)
UMGS434	CAG-145 (0.013%)
UMGS46	Mogibacterium (0.001%)
UMGS1437	Emergencia (0.008%)
UMGS1571	S5-A14a (0.001%)
UMGS973	Anaerovoracaceae (0.007%)
UMGS192	Eubacterium_M (0.001%)
UMGS574	UBA1191 (0.014%)
UMGS812	UBA1191 (0.0%)
UMGS1157	UBA1191 (0.037%)
UMGS458	UBA1191 (0.007%)
UMGS45	Peptoniphilus_A (0.0%)
UMGS1286	Anaerococcus (0.0%)
UMGS1965	Anaerococcus (0.0%)
UMGS343	Anaerococcus (0.0%)
UMGS594	Anaerococcus (0.0%)
UMGS1364	Anaerococcus (0.0%)
UMGS167	Fenollaria (0.0%)
UMGS110	Fenollaria (0.0%)
UMGS225	Ezakiella (0.007%)
UMGS1195	Sedimentibacter (0.0%)
UMGS1857	Garciella (0.0%)
UMGS1233	Anaerofustis (0.0%)
UMGS1959	Megamonas (0.001%)
UMGS1764	Megamonas (0.0%)
UMGS1060	Anaerovibrio (0.0%)
UMGS1678	Selenomonas_C (0.004%)
UMGS1522	Mitsuokella (0.0%)
UMGS1324	Mitsuokella (0.001%)
UMGS495	Anaerosporomusa (0.0%)
UMGS1260	Negativicutes (0.0%)
UMGS3	Acidaminococcus (0.0%)
UMGS1727	Acidaminococcus (0.0%)
UMGS667	Acidaminococcus (0.0%)
UMGS663	Succiniclasticum (0.0%)
UMGS121	Acidaminococcaceae (0.0%)
UMGS369	Acidaminococcaceae (0.001%)
UMGS1228	Acidaminococcaceae (0.001%)
UMGS1385	Phascolarctobacterium (0.0%)
UMGS2001	Phascolarctobacterium (0.005%)
UMGS717	Phascolarctobacterium (0.0%)
UMGS2024	Phascolarctobacterium (0.0%)
UMGS1568	Phascolarctobacterium (0.002%)
UMGS1554	Phascolarctobacterium (0.0%)
UMGS983	Phascolarctobacterium (0.0%)
UMGS1456	Phascolarctobacterium (0.0%)
UMGS411	Phascolarctobacterium (0.0%)
UMGS733	Phascolarctobacterium (0.0%)
UMGS1712	CAG-207 (0.0%)
UMGS1431	CAG-207 (0.0%)
UMGS791	CAG-207 (0.0%)
UMGS706	CAG-207 (0.0%)
UMGS24	Megasphaera (0.001%)
UMGS111	Megasphaera (0.003%)
UMGS1114	Megasphaera (0.0%)
UMGS281	Megasphaera (0.0%)
UMGS1693	Megasphaera (0.001%)
UMGS20	Caecibacter (0.0%)
UMGS69	Caecibacter (0.0%)
UMGS1181	Caecibacter (0.002%)
UMGS915	Veillonellales (0.0%)
UMGS2035	F0422 (0.0%)
UMGS672	F0422 (0.0%)
UMGS823	Veillonella_A (0.0%)
UMGS1506	Veillonella (0.0%)
UMGS2074	Veillonella (0.001%)
UMGS749	Veillonella (0.001%)
UMGS958	Veillonella (0.004%)
UMGS1235	Veillonella (0.001%)
UMGS1547	Veillonella (0.001%)
UMGS8	Veillonella (0.0%)
UMGS1539	Veillonella (0.001%)
UMGS2044	Veillonella (0.004%)
UMGS1259	Veillonella (0.0%)
UMGS1979	Veillonella (0.001%)
UMGS1231	Veillonella (0.0%)
UMGS1291	Veillonella (0.0%)
UMGS1964	Negativicoccus (0.0%)
UMGS571	Dialister (0.001%)
UMGS543	Dialister (0.002%)
UMGS61	Dialister (0.006%)
UMGS433	Dialister (0.001%)
UMGS370	Dialister (0.002%)
UMGS2039	Dialister (0.006%)
UMGS1019	Dialister (0.007%)
UMGS359	Dialister (0.012%)
UMGS799	Dialister (0.008%)
UMGS766	Dialisteraceae (0.002%)
UMGS1500	Dialisteraceae (0.001%)
UMGS1478	Dialisteraceae (0.001%)
UMGS1512	Peptococcaceae (0.0%)
UMGS1590	Peptococcaceae (0.0%)
UMGS1945	Peptococcales (0.003%)
UMGS951	Gastranaerophilaceae (0.0%)
UMGS1001	Gastranaerophilaceae (0.0%)
UMGS1751	Gastranaerophilaceae (0.012%)
UMGS1305	Gastranaerophilaceae (0.002%)
UMGS1657	Gastranaerophilaceae (0.01%)
UMGS1477	Gastranaerophilaceae (0.0%)
UMGS1107	Zag111 (0.0%)
UMGS1813	Zag111 (0.001%)
UMGS1791	Zag111 (0.006%)
UMGS1458	Zag111 (0.0%)
UMGS1924	Zag1 (0.006%)
UMGS1899	Zag1 (0.021%)
UMGS1789	Zag1 (0.0%)
UMGS2072	Zag1 (0.003%)
UMGS1435	Zag1 (0.005%)
UMGS1686	Gastranaerophilaceae (0.004%)
UMGS1454	Gastranaerophilaceae (0.001%)
UMGS1713	CAG-484 (0.004%)
UMGS1284	CAG-484 (0.0%)
UMGS1229	CAG-196 (0.009%)
UMGS1664	CAG-196 (0.0%)
UMGS1585	UBA2883 (0.007%)
UMGS1281	Gastranaerophilaceae (0.0%)
UMGS2000	Gastranaerophilales (0.003%)
UMGS691	An23 (0.0%)
UMGS813	An23 (0.002%)
UMGS1765	Fusobacterium_B (0.0%)
UMGS356	Fusobacterium_B (0.0%)
UMGS1809	Fusobacterium_B (0.005%)
UMGS602	Fusobacterium_B (0.0%)
UMGS478	Fusobacterium_B (0.0%)
UMGS1716	Fusobacterium_B (0.0%)
UMGS734	Fusobacterium_B (0.0%)
UMGS1068	Fusobacterium_A (0.0%)
UMGS1871	Fusobacterium_A (0.0%)
UMGS539	Fusobacterium_A (0.001%)
UMGS1197	Fusobacterium_A (0.0%)
UMGS1824	Fusobacterium_A (0.0%)
UMGS502	UBA1436 (0.0%)
UMGS352	UBA1436 (0.0%)
UMGS243	UBA1436 (0.0%)
UMGS1785	UBA1436 (0.0%)
UMGS1973	Elusimicrobiaceae (0.002%)
UMGS465	Alistipes (0.016%)
UMGS368	Alistipes (0.002%)
UMGS1168	Alistipes (0.001%)
UMGS50	Alistipes (0.3%)
UMGS657	Alistipes (0.055%)
UMGS1587	Alistipes (0.001%)
UMGS1280	Alistipes (0.001%)
UMGS1559	Alistipes (0.004%)
UMGS840	Alistipes (0.003%)
UMGS1065	Rikenellaceae (0.003%)
UMGS1342	Rikenellaceae (0.302%)
UMGS162	Alistipes_A (0.008%)
UMGS763	Alistipes_A (0.0%)
UMGS1210	Alistipes_A (0.0%)
UMGS842	Alistipes_A (0.001%)
UMGS1292	CAG-831 (0.001%)
UMGS1837	CAG-831 (0.0%)
UMGS654	CAG-831 (0.002%)
UMGS648	RC9 (0.0%)
UMGS409	RC9 (0.0%)
UMGS540	RC9 (0.0%)
UMGS880	RC9 (0.002%)
UMGS933	RC9 (0.0%)
UMGS764	RC9 (0.0%)
UMGS884	RC9 (0.001%)
UMGS715	UBA932 (0.002%)
UMGS1073	Paraprevotella (0.004%)
UMGS908	Paraprevotella (0.009%)
UMGS1596	Paraprevotella (0.001%)
UMGS608	Paraprevotella (0.002%)
UMGS1624	Prevotella (0.001%)
UMGS1741	Prevotella (0.0%)
UMGS1918	Prevotella (0.005%)
UMGS1520	Prevotella (0.0%)
UMGS899	Prevotella (0.001%)
UMGS678	Prevotella (0.002%)
UMGS1250	Prevotella (0.001%)
UMGS493	Prevotella (0.001%)
UMGS1584	Prevotella (0.0%)
UMGS1635	Prevotella (0.0%)
UMGS626	Prevotella (0.0%)
UMGS1526	Prevotella (0.0%)
UMGS950	Prevotella (0.0%)
UMGS178	Prevotella (0.001%)
UMGS1294	Prevotella (0.002%)
UMGS769	Prevotella (0.001%)
UMGS580	Prevotella (0.001%)
UMGS978	Prevotella (0.0%)
UMGS239	Prevotella (0.0%)
UMGS1003	Prevotella (0.0%)
UMGS868	Prevotella (0.0%)
UMGS1155	Prevotella (0.009%)
UMGS1929	Prevotella (0.001%)
UMGS712	Prevotella (0.0%)
UMGS1996	Prevotella (0.0%)
UMGS1464	Prevotella (0.002%)
UMGS1787	Prevotella (0.001%)
UMGS1972	Prevotella (0.002%)
UMGS889	Prevotella (0.003%)
UMGS2027	Prevotella (0.008%)
UMGS1390	Prevotella (0.007%)
UMGS1103	Prevotella (0.0%)
UMGS937	Prevotella (0.0%)
UMGS1977	Prevotella (0.038%)
UMGS1118	Prevotella (0.016%)
UMGS2034	Prevotella (0.0%)
UMGS1285	Prevotella (0.0%)
UMGS1733	Prevotella (0.0%)
UMGS1684	Prevotella (0.007%)
UMGS1360	Prevotella (0.0%)
UMGS796	Prevotella (0.0%)
UMGS1674	Prevotella (0.003%)
UMGS1164	Prevotella (0.002%)
UMGS244	Prevotella (0.0%)
UMGS1105	Prevotella (0.0%)
UMGS1063	Bacteroidaceae (0.0%)
UMGS1561	Bacteroidaceae (0.001%)
UMGS1430	Bacteroidaceae (0.007%)
UMGS1598	CAG-617 (0.002%)
UMGS333	Prevotellamassilia (0.002%)
UMGS903	Prevotellamassilia (0.0%)
UMGS287	Prevotellamassilia (0.004%)
UMGS541	Prevotellamassilia (0.001%)
UMGS373	Prevotellamassilia (0.001%)
UMGS499	Prevotellamassilia (0.0%)
UMGS156	Prevotellamassilia (0.006%)
UMGS1946	Prevotellamassilia (0.0%)
UMGS1847	Bacteroidaceae (0.0%)
UMGS1320	Bacteroidaceae (0.001%)
UMGS770	Bacteroidaceae (0.001%)
UMGS2057	Bacteroidaceae (0.001%)
UMGS1265	CAG-462 (0.001%)
UMGS1450	Bacteroides_B (0.005%)
UMGS1534	Bacteroides_C (0.006%)
UMGS630	Bacteroides_A (0.003%)
UMGS698	Bacteroides_A (0.004%)
UMGS871	Bacteroides_A (0.002%)
UMGS355	Bacteroides_A (0.006%)
UMGS523	Bacteroides_A (0.003%)
UMGS901	Bacteroides_A (0.01%)
UMGS1399	Bacteroides_A (0.026%)
UMGS1473	Bacteroides_A (0.0%)
UMGS1352	Bacteroides_A (0.001%)
UMGS845	Bacteroides_A (0.0%)
UMGS212	Bacteroides_A (0.0%)
UMGS1416	Bacteroides_A (0.015%)
UMGS1595	Bacteroides_A (0.0%)
UMGS1980	Bacteroidaceae (0.048%)
UMGS963	Bacteroides (0.0%)
UMGS1954	Bacteroides (0.024%)
UMGS182	Bacteroides (0.008%)
UMGS1845	Bacteroides (0.008%)
UMGS1654	Bacteroides (0.007%)
UMGS1909	Bacteroides (0.053%)
UMGS1504	Bacteroides (0.063%)
UMGS366	CAG-279 (0.001%)
UMGS1912	CAG-279 (0.005%)
UMGS659	CAG-279 (0.002%)
UMGS1257	CAG-279 (0.004%)
UMGS1126	CAG-279 (0.01%)
UMGS410	CAG-279 (0.001%)
UMGS549	CAG-279 (1.89%)
UMGS259	CAG-873 (0.0%)
UMGS1855	CAG-873 (0.0%)
UMGS1145	CAG-873 (0.0%)
UMGS401	CAG-873 (0.0%)
UMGS1704	CAG-873 (0.0%)
UMGS1295	CAG-873 (0.005%)
UMGS1748	CAG-873 (0.001%)
UMGS216	UBA7173 (0.0%)
UMGS827	UBA7173 (0.003%)
UMGS917	UBA7173 (0.011%)
UMGS1111	UBA7173 (0.001%)
UMGS1797	UBA7173 (0.001%)
UMGS1493	UBA7173 (0.001%)
UMGS676	CAG-1031 (0.0%)
UMGS1198	CAG-1031 (0.0%)
UMGS187	CAG-1031 (0.0%)
UMGS1025	CAG-1031 (0.001%)
UMGS1634	CAG-1031 (0.0%)
UMGS1407	CAG-1031 (0.003%)
UMGS865	CAG-1031 (0.0%)
UMGS489	Homeothermus (0.0%)
UMGS211	Homeothermus (0.0%)
UMGS400	CAG-485 (0.0%)
UMGS1881	CAG-485 (0.001%)
UMGS1956	CAG-485 (0.001%)
UMGS1768	CAG-485 (0.002%)
UMGS329	CAG-485 (0.0%)
UMGS440	CAG-485 (0.0%)
UMGS1179	CAG-485 (0.001%)
UMGS1714	CAG-485 (0.001%)
UMGS1318	CAG-485 (0.0%)
UMGS890	CAG-485 (0.0%)
UMGS1496	Muribaculaceae (0.001%)
UMGS1018	Muribaculaceae (0.0%)
UMGS48	Barnesiellaceae (0.0%)
UMGS432	Barnesiellaceae (0.001%)
UMGS27	Barnesiellaceae (0.001%)
UMGS999	Coprobacter (0.005%)
UMGS494	Coprobacter (0.0%)
UMGS835	Coprobacter (0.002%)
UMGS1938	Dysgonomonas (0.0%)
UMGS332	Parabacteroides (0.009%)
UMGS1511	Parabacteroides (0.001%)
UMGS407	Parabacteroides (0.001%)
UMGS1137	Parabacteroides (0.004%)
UMGS282	Parabacteroides (0.003%)
UMGS208	Parabacteroides (0.003%)
UMGS1064	Parabacteroides (0.011%)
UMGS984	Parabacteroides (0.002%)
UMGS1201	Parabacteroides (0.001%)
UMGS1514	Parabacteroides (0.001%)
UMGS338	Porphyromonas (0.0%)
UMGS1769	Porphyromonas (0.001%)
UMGS2040	Porphyromonas (0.0%)
UMGS166	Porphyromonas (0.0%)
UMGS907	Porphyromonas (0.0%)
UMGS18	Porphyromonas (0.0%)
UMGS1085	Porphyromonas (0.0%)
UMGS107	Porphyromonas (0.0%)
UMGS1902	Paludibacteraceae (0.0%)
UMGS451	Paludibacteraceae (0.0%)
UMGS572	Gabonibacter (0.0%)
UMGS1130	Butyricimonas (0.002%)
UMGS971	Butyricimonas (0.001%)
UMGS2004	Odoribacter (0.007%)
UMGS1049	Odoribacter (0.002%)
UMGS628	Odoribacter (0.004%)
UMGS346	Odoribacter (0.0%)
UMGS464	F082 (0.001%)
UMGS746	Phil12 (0.0%)
UMGS879	Phil12 (0.007%)
UMGS1446	Flavobacteriales (0.0%)
UMGS1620	Flavobacteriales (0.001%)
UMGS1058	Victivallales (0.0%)
UMGS1518	UBA1784 (0.0%)
UMGS1272	UBA1784 (0.0%)
UMGS1348	UBA1784 (0.0%)
UMGS1377	UBA1784 (0.0%)
UMGS1084	UBA1784 (0.0%)
UMGS1182	UBA1784 (0.0%)
UMGS1298	UBA1784 (0.001%)
UMGS1153	UBA1784 (0.001%)
UMGS1035	Kiritimatiellae (0.0%)
UMGS2045	CAG-312 (0.0%)
UMGS811	CAG-312 (0.04%)
UMGS810	CAG-312 (0.005%)
UMGS1358	CAG-312 (0.002%)
UMGS1069	CAG-312 (0.0%)
UMGS885	CAG-312 (0.0%)
UMGS982	CAG-312 (0.0%)
UMGS1057	CAG-312 (0.0%)
UMGS1490	CAG-312 (0.0%)
UMGS141	Akkermansia (0.046%)
UMGS750	Akkermansia (0.004%)
UMGS1128	Akkermansia (0.0%)
UMGS408	Treponema_D (0.0%)
UMGS805	Treponema_D (0.007%)
UMGS895	Treponema_D (0.0%)
UMGS419	Treponema_D (0.0%)
UMGS113	Campylobacter (0.0%)
UMGS142	Campylobacter_B (0.0%)
UMGS1966	Desulfovibrio (0.0%)
UMGS1821	Desulfovibrio (0.001%)
UMGS1427	Desulfovibrio (0.001%)
UMGS250	Desulfovibrio (0.001%)
UMGS998	Desulfovibrio (0.0%)
UMGS847	Desulfovibrio (0.0%)
UMGS567	Desulfovibrio (0.0%)
UMGS1330	Bilophila (0.008%)
UMGS1582	Bilophila (0.008%)
UMGS1580	Mailhella (0.0%)
UMGS1890	Mailhella (0.001%)
UMGS344	Mailhella (0.028%)
UMGS781	Mailhella (0.001%)
UMGS1574	CAG-977 (0.001%)
UMGS1296	CAG-977 (0.0%)
UMGS149	51-20 (0.0%)
